timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
1731688093.2642505,1.6374013857972374,-12.122505889484199,0.6342206576689726,0.1,0.3333333333333333,0.36666666666666664
1731688093.2837677,2.835215159396239,-12.152505889484198,0.6707671903386818,0.16666666666666666,0.5,0.4
1731688093.3127599,5.520927629520223,-12.046000000000001,0.9645711983524259,0.2,0.6333333333333333,0.2
1731688093.3441105,14.995523514867633,-11.918000000000001,1.105412327330734,0.3,0.6666666666666666,0.06666666666666667
1731688093.3985822,19.504019327037476,-12.046000000000001,1.2614963641998975,0.36666666666666664,0.4666666666666667,0.03333333333333333
1731688093.4199257,19.72277400228789,-11.742,1.2218056047724541,0.36666666666666664,0.3333333333333333,0.1
1731688093.4208338,17.522598614202764,-11.416505889484199,1.1047304520553771,0.43333333333333335,0.1,0.23333333333333334
1731688093.4229631,15.87617332498916,-11.279505889484199,0.9794607899377126,0.5666666666666667,-0.03333333333333333,0.1
1731688093.4339228,14.446523514867632,-11.59902401305733,0.842761920316299,0.6,-0.2,0.16666666666666666
1731688093.4431536,13.943982374616567,-11.38302401305733,0.7827953373539165,0.6666666666666666,-0.3,0.23333333333333334
1731688093.4934435,12.991086468573599,-11.63055573594237,0.7540600056867888,0.7666666666666667,-0.4,0.3
1731688093.4934435,15.891579812884064,-11.71855573594237,0.6842338120170344,0.8,-0.36666666666666664,0.3
1731688093.509943,15.600598614202763,-11.767103333048876,0.7023030464773585,0.7,-0.3,0.23333333333333334
1731688093.5229387,15.669746451024952,-11.972259793562763,0.8462981815359241,0.5666666666666667,-0.23333333333333334,0.3333333333333333
1731688093.5703526,15.885805377121592,-12.757259793562762,0.9604356526221189,0.26666666666666666,-0.23333333333333334,0.9333333333333333
1731688093.5733533,15.516682383048028,-12.590877747601368,0.9489308909345053,0.1,-0.23333333333333334,1.1
1731688093.5835776,16.188639072944706,-11.739222621238302,0.8853060475981782,0.0,-0.1,0.9666666666666667
1731688093.6084244,16.763633036198904,-11.68096405704976,0.9150694482191888,0.2,0.0,0.5
1731688093.6398344,17.361633036198906,-11.370627963198634,0.9319107094540521,0.43333333333333335,-0.2,0.06666666666666667
1731688093.6556396,16.36463907294471,-10.039570335543159,0.924665927829404,0.2,-0.3,-0.2
1731688093.671431,15.71917332498916,-9.42773235589576,0.8726715323778376,0.26666666666666666,-0.3,-0.16666666666666666
1731688093.687264,14.241682383048028,-8.675977237154909,0.6280703654380901,0.6333333333333333,-0.26666666666666666,0.16666666666666666
1731688093.702947,13.843908933497415,-9.058349655997377,0.5424030353920841,0.7333333333333333,-0.23333333333333334,0.16666666666666666
1731688093.73933,13.94450798212774,-9.613864424855457,0.6164742557367471,0.8,-0.23333333333333334,0.13333333333333333
1731688093.7498744,14.485523514867632,-9.912537226629299,0.7899610728395752,0.9666666666666667,-0.26666666666666666,0.23333333333333334
1731688093.7538111,14.916523514867633,-10.217423983937548,0.9044246818806663,1.1666666666666667,-0.26666666666666666,0.4666666666666667
1731688093.8093517,15.012982374616566,-10.727152612368439,0.9809391222494908,1.3666666666666667,-0.26666666666666666,0.3
1731688093.8093517,15.090982374616567,-11.785880939473914,1.033581571051727,1.4666666666666666,-0.4,-0.03333333333333333
1731688093.8446352,15.18551603092959,-11.945169594194828,1.0498654318162137,1.2333333333333334,-0.4666666666666667,-0.03333333333333333
1731688093.8446352,14.59751603092959,-11.427774002287888,0.9245104140943379,1.0333333333333334,-0.43333333333333335,0.7
1731688093.8986902,14.46051603092959,-11.377715885946074,0.8758107940181701,0.9666666666666667,-0.3333333333333333,0.8666666666666667
1731688093.929476,14.982982374616567,-10.809709211125343,0.8562689120947949,0.9,-0.26666666666666666,0.9666666666666667
1731688093.9307933,14.874982374616566,-10.016811219887723,0.8511728479666167,1.0,-0.3333333333333333,0.9666666666666667
1731688093.9318898,14.613,-9.28035182329454,0.8091097485806591,0.9666666666666667,-0.3333333333333333,0.7
1731688093.960474,14.044523514867633,-9.21735827154461,0.714386079941491,0.9,-0.23333333333333334,-0.0
1731688093.9742067,13.955523514867632,-9.20835827154461,0.69716832579377,0.7333333333333333,-0.13333333333333333,-0.5333333333333333
1731688093.9893472,14.209999999999999,-9.01585858676496,0.7545684625642821,0.8,-0.1,-0.6333333333333333
1731688094.0197353,14.103,-9.191858586764958,0.7387104257521901,0.8333333333333334,-0.03333333333333333,-0.13333333333333333
1731688094.034465,13.923982374616566,-9.12488155447501,0.7390149448513075,0.8666666666666667,0.0,0.2
1731688094.0647278,13.724516030929589,-9.16388155447501,0.7375348740794685,0.7666666666666667,0.0,0.16666666666666666
1731688094.0657275,13.744516030929589,-8.828456714818234,0.7382587265917882,0.7666666666666667,0.0,0.13333333333333333
1731688094.0942724,13.734516030929589,-8.917456714818234,0.7456783235896802,0.8666666666666667,-0.1,0.03333333333333333
1731688094.1092725,13.837646802444954,-9.403614353563942,0.8315824561951644,0.9,-0.2,-0.06666666666666667
1731688094.1239865,13.61542095000085,-9.736614353563942,0.8312999172573168,0.7666666666666667,-0.23333333333333334,-0.0
1731688094.1546016,13.0010864685736,-9.482614353563942,0.7304825455996427,0.6333333333333333,-0.16666666666666666,0.1
1731688094.1837952,12.756072370479776,-9.093385492881943,0.6930386596637739,0.6666666666666666,-0.16666666666666666,0.2
1731688094.198707,12.854072370479777,-9.054385492881943,0.7102358111123994,0.7666666666666667,-0.16666666666666666,0.3
1731688094.2287076,13.031072370479777,-9.044385492881943,0.7481516126563998,0.7,-0.23333333333333334,0.2
1731688094.2297096,13.266072370479776,-9.045801881892885,0.7985536952241752,0.7,-0.16666666666666666,0.26666666666666666
1731688094.257253,14.266072370479776,-9.663801881892885,0.9999441966907934,0.7333333333333333,-0.3333333333333333,0.8666666666666667
1731688094.2730596,14.256072370479776,-9.632895986997175,0.9972219203099812,0.7333333333333333,-0.6,1.0333333333333334
1731688094.2887173,14.0410864685736,-8.629700981985394,0.889004753013356,0.8333333333333334,-0.6666666666666666,1.1333333333333333
1731688094.2887173,13.225885147676262,-8.511700981985394,0.7177959775494316,0.9333333333333333,-0.6666666666666666,1.1
1731688094.3237243,13.08642095000085,-7.957250737933237,0.6562309064105567,0.6666666666666666,-0.5333333333333333,0.5333333333333333
1731688094.35973,13.125420950000848,-6.2022507379332374,0.6597024026359599,0.3,-0.2,0.23333333333333334
1731688094.3661065,13.425646802444954,-6.065250737933237,0.6950386902301973,0.36666666666666664,-0.06666666666666667,0.3333333333333333
1731688094.4080486,13.64651603092959,-6.026250737933237,0.7126454093389571,0.5666666666666667,0.1,0.36666666666666664
1731688094.4108598,13.881516030929589,-6.379250737933237,0.7718085403374024,0.7,0.2,0.13333333333333333
1731688094.422937,13.817646802444955,-6.900579812884063,0.8101368227592998,0.6333333333333333,0.16666666666666666,-0.0
1731688094.4747827,13.945646802444955,-7.408250737933238,0.8559434028841997,0.5,0.2,-0.16666666666666666
1731688094.4747827,14.00842095000085,-7.496250737933238,0.8987580014966201,0.43333333333333335,0.2,-0.03333333333333333
1731688094.4747827,13.656885147676261,-7.075250737933238,0.834610483581367,0.3,0.2,0.2
1731688094.506664,13.401885147676262,-6.889250737933238,0.7524854293713079,0.4,0.2,0.13333333333333333
1731688094.5224977,13.099072370479776,-7.183250737933237,0.7418185355216869,0.5,0.23333333333333334,-0.1
1731688094.5605054,13.070072370479776,-7.672250737933237,0.735860661061498,0.3333333333333333,0.13333333333333333,-0.23333333333333334
1731688094.5751488,12.842890681410097,-7.589700981985394,0.7277873848305068,0.26666666666666666,0.23333333333333334,-0.13333333333333333
1731688094.5775995,12.881890681410098,-7.472700981985394,0.7442869771324887,0.36666666666666664,0.36666666666666664,0.1
1731688094.6046007,13.117890681410097,-7.727700981985394,0.7853279259531245,0.4666666666666667,0.43333333333333335,0.13333333333333333
1731688094.62874,13.007589585039398,-8.089700981985395,0.7881679301889334,0.3,0.23333333333333334,-0.1
1731688094.6636236,13.134589585039397,-8.073895986997174,0.7988358626762897,0.16666666666666666,0.3333333333333333,-0.26666666666666666
1731688094.6646285,12.99421760602481,-8.181895986997175,0.8020026823258013,0.23333333333333334,0.36666666666666664,-0.13333333333333333
1731688094.6915476,12.940823595224707,-8.642895986997175,0.8102612552260463,0.3333333333333333,0.43333333333333335,0.1
1731688094.7074506,12.778456714818233,-8.534895986997174,0.8098601147506049,0.13333333333333333,0.26666666666666666,-0.0
