timestamp,accX,accY,accZ,Label
1732186501.7349923,-0.042505889484198534,0.8365757753443195,0.8130564342582153,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.7511137,0.03649411051580209,0.7385757753443194,0.813029468992511,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.77002,0.15449411051580064,0.8365757753443195,0.8179374462499682,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.7942314,0.14449411051580086,0.523377897955335,0.8124017172255353,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.8134518,-0.13050588948419772,0.9253778979553351,0.8112160512230633,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.8257272,-0.2855557359423706,0.7965113770874133,0.8105494792584542,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.8547075,-0.1965557359423702,0.41351137708741326,0.8118167465406858,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.8727329,-0.21655573594236976,0.3455113770874132,0.8097527519400124,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.8844216,-0.26510333304887546,0.46116375535609566,0.7139646813227744,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.9134934,-0.22610333304887575,0.9711637553560954,0.6572666635630924,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.923411,-0.006669988280023631,0.9411637553560956,0.4071617876529363,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.9429069,-0.05566998828002312,0.2643863130777806,0.6177180577667042,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.9720752,-0.32966998828002403,0.33238631307778066,0.809554827830592,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186501.9881542,-0.31966998828002424,0.13638631307778093,0.5364743066866603,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.004036,-0.31966998828002424,-0.19661368692221926,0.8078156976887388,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.0285962,-0.3986699882800231,-0.16761368692221912,0.7943419733336002,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.051927,-0.5256699882800238,0.03838631307778062,0.7857375447955012,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.066779,-0.270669988280023,-0.10861368692221918,0.803421164324634,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.0969362,-0.05566998828002312,-0.2167698431133156,0.8220386728933089,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.1113522,-0.035669988280023546,-0.17776984311331567,0.822694244389391,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.1246543,0.17033001171997597,-0.39376984311331564,0.8221189283935736,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.1544673,0.29733001171997664,-0.23676984311331561,0.8164739372477514,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.1717734,0.3373300117199758,-0.24676984311331562,0.3531514219742491,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.185352,0.3173300117199762,0.08723015688668445,-0.1420826001649934,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.215536,-0.05566998828002312,0.34223015688668434,-0.02175876811349453,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.2290165,-0.2216699882800235,0.4307462041672592,0.1509878705238008,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.2438853,-0.21266998828002315,0.2247462041672592,-0.24208983530461792,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.2745411,-0.3106699882800239,-0.011253795832740554,-0.17027307554701587,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.289252,-0.3786699882800235,-0.12825379583274055,0.7132478570004047,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.304197,-0.5166699882800234,0.02874620416725948,0.8082166313448444,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.3350837,-0.47666998828002427,0.3912301568866843,0.8084031065318393,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.3506358,-0.21266998828002315,0.17523015688668453,0.8105555785392732,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.3657136,-0.31966998828002424,0.3912301568866843,0.43991048594788035,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.3949533,-0.21266998828002315,0.4992301568866844,0.6172307267736752,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.4100611,-0.16366998828002366,-0.6777698431133157,0.8061103105280469,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.4244075,-0.24166998828002306,-0.3147698431133157,0.8055800520940077,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.4543705,0.5433300117199771,0.9113863130777808,0.02350730677495616,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.4730628,0.7683300117199767,1.4013863130777806,0.1467401502169433,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.4844503,-0.2216699882800235,-0.32461368692221915,0.8054775262044607,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.5442674,0.16033001171997618,-0.5788362446439046,0.82289872777773,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.5503654,1.049740206437237,-0.0978362446439045,0.8151044107177374,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.5524013,0.4907402064372377,-0.4608362446439045,0.2002852811844842,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.5740476,-0.1368777476013694,-0.1958362446439046,0.8081797406280895,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.5902548,-0.028877747601368853,-0.009836244643904424,0.8128055719827275,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.604686,-0.2748777476013693,-0.31148862291258683,0.7989055761446571,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.650679,-0.3015297543548048,-1.3224886229125867,0.7677597829752272,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.652706,0.7247773787616971,-1.064622102044665,0.8782726554036082,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.663651,0.9007773787616973,0.133711879581758,0.8328526068066635,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.6969798,-0.5519640570497604,-0.17928812041824216,0.7749300492540314,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.709664,0.15403594295023915,-1.0395382588044968,0.8202249140290871,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.7241547,-0.05196405704976037,-0.9215382588044967,0.7947194985506618,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.754598,0.28203594295023926,-0.4964242246556806,0.8174748033149357,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.7678342,0.027035942950240255,-0.6444242246556806,0.803587230119613,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
1732186502.7847223,0.3700359429502402,-0.7189978363545266,0.8299850764754673,"['acc. nulla', 'acc. nulla', 'acc. nulla']"
